lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
130,2,104.4,10,29,4,1,2,0,3,1
144,1,100.87,7,25,4,5,1,0,0,1
50,1,94.5,10,18,4,3,2,0,0,1
41,0,76.5,3,15,4,1,0,0,0,0
54,3,85.6,11,2,4,4,1,3,0,1
13,2,126.0,10,19,4,1,1,0,0,1
13,0,40.0,12,13,3,5,2,0,0,1
36,1,116.1,5,1,4,2,2,3,0,1
29,1,183.67,12,4,4,2,1,0,5,1
328,0,95.4,9,29,4,3,0,0,0,0
44,1,135.22,3,27,4,3,2,0,3,0
10,0,120.8,8,13,4,1,2,0,0,1
123,3,90.0,11,28,4,1,1,0,0,1
46,1,98.1,9,7,4,1,0,0,0,1
20,0,91.0,2,3,4,3,0,0,0,0
83,2,93.6,11,25,4,2,0,0,0,1
238,0,55.08,11,13,3,0,2,0,0,0
221,2,115.5,9,29,4,3,0,0,0,0
14,0,107.0,12,27,4,2,2,0,0,1
16,1,86.0,2,21,4,0,1,0,0,1
34,1,78.3,1,16,4,1,2,0,0,1
0,0,185.0,9,19,2,2,1,0,0,1
48,0,75.0,11,10,3,3,0,0,0,1
71,1,72.25,8,9,3,3,0,0,0,1
122,0,99.45,5,4,4,4,2,0,0,0
13,0,140.0,11,8,4,1,0,3,0,1
62,2,135.9,8,10,4,2,0,0,0,1
105,0,123.25,7,4,4,4,1,0,0,0
15,1,109.0,5,31,4,3,0,3,0,1
80,0,89.25,9,3,4,3,0,0,0,1
148,1,136.43,8,15,4,3,1,0,3,0
10,2,146.0,5,6,4,2,1,0,3,1
111,1,159.3,5,20,4,2,0,0,3,0
0,0,106.65,9,26,4,0,1,3,0,1
11,3,156.8,6,26,3,2,2,0,3,1
5,0,105.0,10,26,2,1,0,0,0,1
12,0,95.0,9,27,3,2,0,0,0,1
12,0,58.0,12,19,3,2,2,0,0,1
60,1,81.08,7,20,4,1,0,0,0,1
6,2,187.0,9,15,4,1,0,0,0,1
9,1,85.0,10,2,3,1,2,0,0,1
103,0,76.5,4,21,4,1,0,3,0,0
0,0,65.0,7,19,2,1,0,0,0,1
53,4,122.0,10,31,4,3,1,0,3,1
38,2,157.5,10,14,4,2,0,0,3,1
32,2,157.5,10,6,4,2,0,0,3,1
51,0,119.7,4,27,4,1,0,0,3,0
16,0,134.7,5,31,4,4,0,0,3,1
7,0,85.0,8,15,4,1,1,3,0,1
252,2,81.43,12,28,4,4,1,0,0,1
13,0,161.0,11,8,2,2,0,0,0,1
70,1,74.8,12,3,4,2,2,3,0,1
30,2,114.0,12,4,4,0,2,0,3,1
6,0,72.0,1,29,3,2,2,0,0,1
103,1,150.3,8,7,4,1,2,0,3,1
125,0,72.25,7,20,4,2,0,0,1,0
29,0,130.8,6,18,4,2,2,0,3,0
13,2,169.5,5,5,4,3,1,0,3,1
95,0,109.65,5,21,4,2,2,3,0,0
12,0,71.0,1,19,3,2,0,0,0,1
19,2,175.0,7,5,4,4,0,0,3,1
15,2,96.9,11,14,4,5,1,0,3,1
5,1,162.0,8,15,4,1,1,0,5,0
22,2,87.78,10,21,4,3,0,3,0,1
4,1,77.25,12,19,4,1,0,0,1,1
10,2,204.0,9,30,4,2,0,0,3,1
43,1,144.76,9,25,4,2,2,1,3,1
3,0,110.0,10,27,0,2,0,0,3,1
96,1,87.55,4,8,4,3,2,0,0,1
127,0,80.0,4,28,3,3,1,0,0,1
185,2,70.03,7,8,4,2,2,0,0,1
21,0,72.38,11,22,4,2,0,3,0,0
48,1,85.5,8,31,3,4,1,0,0,1
9,0,104.0,4,21,2,1,0,0,0,1
42,0,118.16,3,24,4,3,1,0,0,1
56,3,103.5,10,21,4,3,0,0,0,1
144,0,97.75,7,6,4,4,0,3,0,0
55,1,75.0,4,3,3,1,2,0,0,1
41,0,60.0,11,1,3,2,2,0,3,1
30,1,94.5,9,13,4,0,2,0,0,1
57,0,126.36,6,3,4,1,0,0,3,0
9,1,79.0,11,11,2,2,0,0,0,1
0,0,120.0,9,12,3,4,1,0,0,1
146,0,115.2,6,3,4,2,0,0,0,1
38,1,152.1,8,10,4,1,0,0,0,1
71,0,75.0,12,2,3,2,1,0,0,1
21,2,139.0,9,15,4,2,0,3,0,1
66,0,85.0,5,5,3,4,2,3,0,1
22,2,89.0,9,12,4,0,1,3,0,1
145,2,123.3,8,17,4,2,0,0,3,1
159,2,113.4,9,29,4,3,1,3,0,0
3,1,87.0,11,27,4,1,0,0,0,0
95,1,99.9,10,31,4,0,1,0,0,1
5,1,81.0,2,26,4,2,0,3,0,1
0,0,55.76,11,25,4,1,0,3,0,1
39,0,117.9,7,2,4,1,2,0,0,0
7,0,79.0,11,3,2,1,0,0,0,1
5,1,123.0,10,19,4,3,1,3,0,1
23,2,98.4,10,16,4,2,0,0,0,1
64,0,153.0,10,17,4,3,1,1,0,0
67,0,75.0,12,2,3,2,2,0,0,1
21,1,109.0,10,29,4,2,2,3,0,1
72,1,119.85,5,13,4,2,2,0,0,1
44,0,80.3,2,19,4,2,1,0,0,1
10,1,153.0,8,20,4,1,0,3,5,1
80,0,75.0,4,24,3,1,2,0,0,1
33,0,85.0,3,14,3,2,1,0,0,0
0,2,106.0,8,25,4,2,0,0,0,1
4,0,81.0,2,5,4,2,0,3,0,1
12,3,99.0,8,23,4,2,2,0,0,1
89,1,71.28,11,27,4,0,2,3,0,0
7,1,68.8,12,19,3,0,1,0,0,1
148,1,93.5,9,11,4,2,0,0,0,1
191,1,84.43,8,30,4,4,0,0,3,0
83,0,56.1,9,30,3,1,0,1,0,1
31,1,108.9,5,24,4,2,0,0,0,1
51,1,139.5,10,8,4,1,1,0,3,1
214,1,89.75,7,29,4,2,2,3,0,1
75,1,97.33,4,15,4,2,2,0,0,0
35,2,117.0,9,25,4,0,2,0,0,1
46,2,102.6,12,7,4,3,0,0,0,1
39,1,70.87,11,12,4,11,5,3,0,0
10,1,99.0,7,29,4,1,0,3,0,1
206,1,112.5,10,24,4,2,1,0,0,0
109,0,89.75,6,4,3,1,2,0,0,1
0,0,116.45,6,28,2,1,0,0,0,1
86,1,97.54,7,26,4,3,0,0,1,1
1,0,65.0,9,30,2,1,0,0,0,1
108,0,74.54,5,7,4,3,2,0,0,1
84,1,231.0,12,8,4,3,0,1,5,1
196,0,80.75,5,12,3,3,1,0,0,1
212,1,63.11,8,16,4,5,2,3,0,1
194,0,101.4,9,12,4,3,1,0,0,0
14,1,82.8,2,3,4,3,0,0,3,1
38,1,118.58,3,19,4,2,2,0,3,0
129,2,151.84,8,3,4,5,2,0,3,1
24,0,0.0,8,15,1,0,1,0,0,1
7,1,151.19,10,29,4,1,2,1,0,1
0,0,79.0,2,10,4,1,0,0,0,1
7,1,106.0,4,7,4,1,0,0,0,1
7,2,152.0,9,15,4,2,0,0,0,1
32,0,104.0,12,3,4,2,2,0,0,0
5,1,143.5,4,2,4,1,0,0,3,0
144,0,63.75,7,5,3,5,0,3,0,1
58,1,132.3,10,10,4,3,1,0,3,0
122,0,98.03,6,30,4,4,2,0,0,1
74,0,86.4,11,20,4,0,1,0,0,0
20,0,76.5,6,28,3,3,0,0,0,1
0,0,221.0,5,14,4,1,0,0,5,0
188,1,123.75,8,1,4,5,2,0,0,0
121,2,58.91,2,15,4,3,1,0,1,1
0,1,98.0,8,7,4,0,1,3,0,1
34,1,80.1,3,11,4,2,1,3,0,0
45,1,93.6,12,2,4,2,0,0,0,1
197,0,97.02,8,23,4,5,2,0,0,0
109,1,97.75,4,28,4,3,2,0,0,1
12,0,75.0,1,22,4,2,0,3,0,1
102,1,94.5,7,26,4,2,0,3,0,0
101,1,165.6,12,8,4,3,0,0,5,1
80,1,79.2,11,20,4,1,2,3,0,0
41,0,74.88,10,27,4,4,0,0,0,1
90,0,60.0,12,21,3,4,1,0,3,1
308,1,78.3,11,23,4,3,0,0,0,0
61,1,68.0,11,19,3,3,2,0,0,1
282,1,88.83,10,29,4,2,2,0,0,0
79,0,70.0,1,10,3,2,2,0,0,1
6,0,0.0,12,10,4,2,0,1,0,1
99,0,89.25,5,1,4,2,2,3,0,0
74,3,88.4,12,5,4,4,1,0,0,1
263,0,100.3,9,29,4,4,2,0,0,0
6,2,100.0,8,17,4,2,1,0,0,1
41,2,93.93,11,12,4,2,2,0,0,1
192,0,19.15,9,25,4,3,2,0,0,0
141,2,132.6,10,24,4,2,1,0,3,1
88,1,90.68,10,29,4,2,2,0,0,1
29,0,46.54,10,4,3,2,2,0,0,1
19,0,69.0,12,5,4,3,2,0,0,1
55,1,118.33,4,6,4,3,0,0,0,0
31,1,140.4,5,20,4,1,0,0,3,1
108,0,72.25,7,10,3,2,2,0,0,1
307,1,158.4,8,14,4,3,2,0,5,0
90,2,96.3,4,12,4,3,0,0,0,1
19,0,95.0,9,10,3,2,2,0,0,1
34,0,102.74,10,26,3,4,1,1,1,1
9,1,149.0,9,22,4,1,0,3,0,1
6,0,95.0,10,13,4,1,0,0,0,1
2,0,101.0,3,28,4,0,1,0,0,1
34,1,122.45,10,2,4,0,2,0,3,1
163,0,84.15,8,23,4,5,0,3,0,0
5,0,0.0,10,21,4,1,0,0,0,1
86,0,117.9,8,12,4,2,1,0,0,1
86,0,65.0,6,26,2,0,1,0,0,1
80,0,85.0,9,4,3,4,2,0,0,1
6,0,114.4,7,5,3,1,0,0,0,1
70,1,105.3,4,22,4,2,0,0,0,0
31,3,152.1,7,13,4,2,0,0,0,1
3,0,101.0,3,2,4,2,0,0,0,0
152,1,146.7,8,13,4,1,2,0,3,0
8,0,120.0,11,5,3,1,0,0,0,1
93,2,105.3,3,25,4,2,1,0,3,0
20,1,96.9,11,15,4,5,1,0,3,1
61,2,92.65,11,12,3,3,2,0,0,1
179,2,107.1,10,28,4,3,2,0,0,0
33,0,106.4,2,29,4,1,1,0,3,1
144,0,92.55,5,25,4,4,1,0,3,0
247,1,115.0,6,6,4,1,1,1,0,0
2,0,63.75,6,26,3,3,2,3,0,1
7,0,87.0,2,28,3,2,2,0,0,1
170,2,96.9,9,12,3,1,0,1,0,1
27,0,62.8,3,21,3,3,1,3,0,1
28,1,73.39,2,5,4,2,2,0,1,1
73,0,75.0,11,27,3,1,2,0,0,1
110,0,121.05,7,22,4,2,2,0,3,1
47,1,101.7,6,21,4,3,0,0,0,1
2,1,110.5,12,24,4,2,2,0,4,1
161,1,97.75,7,7,4,3,1,3,0,0
108,0,98.25,9,19,4,1,2,0,0,0
17,1,74.1,9,11,4,0,2,3,0,1
10,0,58.0,12,11,3,3,2,0,0,1
50,0,65.66,3,5,4,2,2,0,1,0
4,0,106.0,7,8,2,1,0,0,4,1
40,1,136.89,9,27,4,2,0,0,0,0
96,1,75.0,12,27,3,3,2,0,3,1
1,0,108.0,9,4,3,1,0,1,0,1
159,0,143.7,8,5,4,2,1,0,0,0
4,1,93.0,1,26,4,1,0,0,0,1
15,1,81.0,11,6,4,2,0,0,0,1
20,0,156.0,6,7,4,1,0,0,3,0
0,1,80.3,1,5,4,2,0,0,0,1
201,0,98.1,10,1,4,1,1,3,0,0
12,0,0.0,8,17,1,1,0,0,0,1
4,0,0.0,4,30,4,0,0,0,0,1
71,1,108.0,10,7,4,1,0,0,1,1
65,0,98.1,9,6,4,1,0,0,0,1
101,2,119.0,12,8,4,3,1,0,3,1
69,1,140.7,7,19,4,3,0,0,3,1
129,1,80.75,6,27,4,4,1,3,0,0
6,2,120.0,10,20,4,2,0,0,0,1
88,1,79.2,12,15,4,3,0,3,0,1
6,0,65.0,12,17,2,2,0,0,0,1
186,0,115.0,4,22,3,2,1,0,0,0
200,0,130.05,12,24,4,5,2,1,3,1
0,1,149.0,10,24,4,1,1,0,0,1
2,1,102.0,2,13,4,1,0,0,0,1
130,0,79.2,11,12,4,1,1,3,0,0
21,1,86.0,3,5,4,1,1,3,0,1
18,0,109.0,3,17,4,3,0,0,0,0
1,0,149.0,9,14,4,1,0,3,0,1
28,0,100.0,5,19,2,2,0,0,0,1
170,2,148.0,8,6,4,5,2,0,0,0
150,1,0.0,4,9,4,1,2,3,1,1
111,0,237.6,8,7,4,3,2,1,5,0
49,0,89.91,9,6,4,3,0,3,0,0
77,2,112.5,4,25,4,1,1,0,0,1
119,0,72.25,8,13,3,6,2,0,0,1
230,0,158.95,8,25,4,3,1,0,5,0
86,0,96.9,7,10,3,2,2,0,0,1
40,0,115.2,9,5,4,4,1,0,4,1
35,1,107.1,3,27,4,0,2,3,0,1
216,1,69.38,5,2,4,3,1,0,0,1
23,1,139.0,7,27,4,1,0,3,0,1
53,1,75.6,4,2,4,1,0,3,0,1
186,0,121.5,8,3,4,2,0,0,0,0
47,2,130.05,4,10,4,2,2,0,3,1
18,0,109.0,3,19,4,1,1,0,0,0
150,0,71.0,1,18,3,2,1,0,0,1
69,0,99.3,4,17,4,1,2,0,0,1
166,0,121.55,7,7,4,3,2,0,0,0
6,3,110.5,12,28,4,4,0,0,0,1
278,0,103.95,7,16,4,1,2,0,1,0
1,2,158.0,8,9,4,1,0,3,0,1
155,0,94.5,8,22,4,2,1,3,0,0
285,0,100.0,10,3,4,3,1,0,0,0
21,2,162.67,11,11,4,2,1,1,3,1
181,1,108.45,8,3,4,4,1,0,0,0
34,1,116.0,12,24,4,1,0,0,0,1
7,0,101.0,4,3,4,1,2,0,0,0
172,1,96.3,7,3,4,1,2,0,0,1
36,1,117.3,3,2,4,3,0,0,3,1
57,1,84.69,10,10,4,1,2,3,0,1
39,2,216.9,7,29,4,1,0,0,5,1
58,0,100.48,4,12,4,3,0,0,4,1
119,1,114.3,8,16,4,2,0,0,0,1
58,1,66.53,10,30,4,2,0,3,0,1
1,0,77.25,12,19,4,1,0,0,1,1
7,1,103.0,3,7,4,1,1,0,0,1
349,0,96.67,10,4,3,5,1,0,0,0
275,0,106.2,10,1,4,1,2,0,0,0
19,0,154.0,4,13,4,1,0,3,0,1
17,1,107.7,2,19,4,7,3,0,3,0
103,1,159.84,9,6,3,3,0,1,0,1
1,0,81.0,2,26,4,1,0,3,0,1
203,0,112.5,12,8,4,3,0,1,0,1
20,2,171.13,11,7,4,3,1,3,0,1
1,0,77.6,1,22,4,2,0,0,3,1
66,0,207.9,8,14,4,1,2,0,5,0
3,0,110.0,9,18,0,2,2,0,3,1
63,2,137.7,7,18,4,1,1,0,3,1
27,1,126.0,10,19,4,4,1,0,0,1
106,2,88.4,12,21,4,5,2,0,0,1
80,2,72.25,11,20,4,2,0,0,0,1
120,1,129.81,9,11,4,5,2,0,0,1
1,0,81.0,8,8,4,4,2,3,0,1
0,0,80.0,8,5,4,2,0,0,0,1
127,3,106.2,12,22,4,2,0,0,0,1
217,2,158.95,8,8,4,4,1,0,5,0
64,0,105.3,7,17,4,2,2,0,0,0
91,1,148.5,8,3,4,2,0,0,0,1
268,1,105.25,8,6,4,1,1,0,1,0
9,3,201.0,8,1,4,0,1,0,5,1
95,0,81.5,3,23,4,3,0,3,0,1
0,0,120.0,10,29,4,1,0,0,0,1
69,1,77.86,12,23,4,2,2,0,1,1
12,0,105.9,12,4,4,3,2,0,3,1
0,0,95.94,5,17,4,1,0,3,0,1
92,2,76.08,8,6,3,3,0,0,0,1
58,2,123.3,9,2,4,2,1,0,3,1
45,0,86.4,11,19,4,1,1,0,0,0
16,1,121.0,8,1,4,0,1,0,0,1
116,0,108.9,5,7,4,1,0,0,0,0
15,1,104.5,12,4,4,2,2,0,0,1
24,1,123.5,12,4,4,2,2,0,0,1
172,0,125.1,10,4,4,3,0,0,0,0
34,0,117.0,9,26,4,0,1,0,0,1
75,0,140.4,5,26,4,2,0,0,3,0
116,0,113.56,8,6,3,1,2,0,4,0
54,3,139.6,12,24,4,1,2,0,0,1
122,0,95.2,4,29,4,2,2,0,0,0
2,0,120.0,6,2,4,2,0,0,0,1
31,0,109.8,4,14,4,3,1,0,0,0
36,1,96.3,11,13,4,2,0,0,0,1
15,0,145.0,10,6,4,1,0,0,0,0
0,0,133.0,9,7,4,0,1,0,0,1
210,0,146.0,7,27,3,2,0,0,5,0
66,0,89.75,6,20,3,1,1,0,0,1
15,1,95.0,6,15,3,1,0,0,0,1
2,2,98.0,8,12,4,3,0,0,0,1
72,0,108.11,6,1,4,3,0,0,3,1
114,1,85.0,12,1,4,3,1,0,0,0
104,0,76.5,8,18,4,3,0,0,0,0
69,1,126.9,5,17,4,3,0,0,0,1
2,0,101.36,11,24,4,3,1,0,3,1
107,1,139.5,7,13,4,4,0,1,0,1
132,1,144.9,5,27,4,2,0,0,3,1
44,0,85.0,4,23,3,1,2,0,0,1
118,0,99.28,9,3,3,5,2,0,0,1
93,0,92.65,12,10,3,1,1,0,0,1
48,1,72.36,10,19,3,3,1,0,1,1
118,1,90.95,4,13,4,4,0,0,0,1
21,0,133.5,9,29,4,4,0,0,0,0
198,1,159.3,9,22,4,3,0,0,3,0
57,2,126.9,5,21,4,1,1,0,0,1
22,1,139.0,8,21,4,0,2,3,0,0
21,0,117.0,2,29,4,0,1,0,3,1
21,2,110.0,8,31,4,2,0,3,0,1
74,1,109.28,6,16,4,3,0,0,3,1
6,2,170.0,8,14,4,2,2,0,3,1
152,0,101.58,7,11,4,3,1,0,0,0
38,0,131.4,3,18,4,2,1,0,3,0
60,1,98.94,9,12,4,3,2,0,0,1
135,1,101.7,5,28,4,1,2,3,0,1
182,0,126.9,9,20,4,4,0,0,0,0
14,1,166.0,8,15,4,1,1,0,3,1
65,0,142.88,9,5,4,3,1,0,3,1
53,0,77.04,8,27,3,1,2,0,0,0
38,2,88.4,11,19,4,2,2,0,0,1
117,0,76.0,2,29,3,2,1,0,0,1
184,0,101.05,10,4,4,3,0,0,1,0
20,2,107.0,10,7,4,2,0,0,0,1
24,2,148.0,8,4,4,2,0,3,0,1
6,0,85.0,2,15,4,2,1,0,0,0
235,0,97.71,9,28,4,2,0,0,0,0
29,0,104.77,2,3,4,3,0,0,3,1
4,0,81.0,2,19,2,2,1,0,0,1
118,1,107.95,7,1,4,5,2,0,0,1
72,1,72.0,11,19,3,5,2,0,0,1
89,2,104.0,12,10,4,1,1,0,0,1
133,0,99.9,5,17,4,3,0,0,0,1
36,0,100.8,4,17,4,0,2,0,0,0
102,1,118.8,10,6,4,1,0,0,0,0
20,0,65.0,6,29,2,1,0,0,0,1
333,0,73.95,12,10,4,3,2,0,0,0
129,1,103.5,5,6,4,2,0,3,0,1
29,1,129.0,10,20,4,2,0,0,0,0
111,1,93.75,5,9,4,3,1,3,0,1
3,1,119.0,4,28,4,1,0,3,0,1
30,0,75.6,4,12,4,2,0,0,0,1
45,2,207.9,8,20,4,1,0,0,5,1
247,0,73.95,12,26,4,3,1,0,0,0
5,0,58.0,12,14,3,3,1,0,0,1
59,0,105.6,4,25,4,2,1,0,0,0
125,0,177.3,7,12,4,1,0,0,5,1
41,2,109.0,10,27,4,1,0,3,0,1
130,0,110.0,6,6,3,3,1,0,0,1
161,2,114.75,7,27,4,4,0,0,0,0
32,1,137.52,9,13,4,5,2,0,4,1
29,1,75.0,11,22,3,2,0,0,0,1
355,0,87.31,12,26,4,5,2,0,3,0
9,0,148.0,12,31,4,1,1,0,3,1
29,1,119.0,10,16,4,0,1,3,0,1
9,1,81.0,2,12,4,2,0,3,0,1
37,2,158.4,10,5,4,2,0,0,3,1
55,1,142.2,8,30,4,3,0,0,3,1
64,1,73.95,3,13,4,2,2,0,0,1
48,1,78.54,10,14,4,4,1,0,3,1
32,0,147.9,12,2,4,2,2,0,5,0
31,1,88.4,11,13,4,2,2,0,0,1
18,1,112.72,9,16,4,2,1,3,0,1
79,1,112.5,8,13,4,1,2,0,0,1
87,1,90.23,10,31,4,3,1,0,0,1
42,0,60.0,11,2,3,4,1,0,3,1
12,1,127.0,2,26,4,2,0,0,3,0
53,1,117.9,6,19,4,1,2,0,0,1
195,1,82.45,6,30,3,2,0,0,3,1
0,0,128.0,8,18,4,1,0,0,3,1
7,1,142.6,9,12,4,3,2,0,0,1
173,0,143.1,9,10,4,1,2,0,0,0
18,1,78.5,1,30,4,1,0,3,0,1
18,1,129.67,4,12,4,3,0,0,0,1
40,0,159.3,10,24,4,1,0,0,5,1
16,0,95.0,9,11,3,1,2,0,0,1
40,1,55.0,12,26,3,2,2,0,0,1
129,1,114.3,8,15,4,2,1,0,0,1
49,0,78.3,3,4,4,2,1,0,0,0
172,2,128.7,7,19,4,2,0,0,3,0
32,0,70.0,12,27,3,5,1,0,0,1
35,1,92.9,3,2,4,2,0,0,0,1
6,0,138.0,12,30,4,2,0,0,0,1
27,2,96.9,12,8,4,3,1,0,3,1
57,0,94.5,4,11,4,2,1,3,0,0
10,0,72.9,1,15,4,1,0,0,0,1
144,1,112.8,8,23,4,5,1,0,3,1
4,1,89.0,3,22,4,2,0,3,0,1
5,1,184.0,9,13,4,2,0,0,3,1
5,0,146.67,10,29,4,1,2,0,0,1
47,2,91.8,11,1,4,4,0,0,0,1
18,2,96.0,9,13,4,2,2,0,0,1
0,0,80.0,12,23,4,1,0,3,0,1
9,0,99.0,5,25,4,1,0,3,0,1
117,0,186.3,8,11,4,3,1,0,5,0
9,1,130.0,8,20,4,1,0,0,0,0
48,1,137.7,4,11,4,2,1,0,3,0
190,1,121.5,8,8,4,2,1,0,0,0
104,0,61.43,2,29,4,5,1,0,0,0
145,2,106.71,10,28,4,5,2,0,3,0
18,0,80.75,5,21,3,2,2,0,0,1
16,2,131.0,9,9,4,3,0,0,0,1
88,0,75.0,12,18,3,1,2,0,0,1
94,0,80.75,5,13,3,2,1,0,0,1
2,1,151.0,4,29,4,4,2,0,3,1
44,0,150.3,7,1,4,2,0,0,3,0
71,0,126.5,10,22,3,1,1,1,3,1
26,0,79.2,12,19,4,2,1,3,0,0
26,0,197.78,4,25,4,4,1,0,5,0
136,1,138.76,12,26,4,3,1,1,3,0
62,0,149.4,8,13,4,1,2,0,3,0
2,0,127.0,6,28,4,1,0,3,0,1
49,0,74.8,11,19,4,5,2,3,0,0
117,1,79.69,6,28,4,3,0,3,0,1
45,0,113.62,4,10,4,4,2,0,3,0
23,0,82.33,3,10,4,3,0,3,0,1
48,2,154.98,9,26,4,4,1,0,3,1
11,0,88.0,12,6,4,1,0,3,0,1
7,1,92.4,10,28,4,2,0,0,0,1
29,1,67.5,11,16,3,3,0,0,0,1
109,1,113.26,7,11,4,5,3,0,3,1
80,1,96.3,4,13,4,2,0,0,0,1
336,0,70.0,9,21,3,4,1,0,0,1
34,1,170.4,10,8,4,1,2,0,3,0
290,1,89.5,6,17,3,2,1,0,0,1
11,1,76.29,11,27,4,2,2,3,0,0
134,2,137.7,9,29,4,3,1,0,3,0
65,1,135.9,9,22,4,1,0,0,0,1
214,0,120.9,9,29,4,3,0,0,0,0
4,1,177.0,7,27,4,3,0,0,3,1
20,1,109.0,6,8,4,1,0,3,0,1
79,0,126.9,5,2,4,2,1,0,0,1
40,0,71.64,10,25,4,1,2,0,0,1
16,2,166.0,7,1,4,2,0,0,3,1
5,1,96.0,12,13,4,1,0,0,0,1
50,1,75.0,11,11,3,2,1,0,0,1
7,1,92.0,2,27,4,1,0,0,0,1
153,2,133.88,7,4,4,3,1,0,0,0
64,1,99.3,4,17,4,1,2,0,0,1
80,0,80.75,6,4,3,1,2,0,0,1
43,0,117.9,7,1,4,2,0,0,0,0
25,1,104.0,6,1,4,2,0,3,0,1
189,1,106.75,8,15,4,4,1,1,0,0
259,0,72.0,11,12,4,5,2,0,1,0
109,4,131.8,7,8,4,2,0,0,0,1
6,0,81.0,2,5,4,2,0,3,0,1
23,0,133.95,6,12,4,0,1,0,3,1
59,2,159.3,5,28,4,5,2,0,3,1
1,2,221.0,5,14,4,1,0,0,5,1
61,1,78.9,2,29,4,2,1,0,0,0
93,2,76.5,8,15,4,3,2,0,0,0
81,0,85.68,3,16,4,3,0,1,0,1
25,1,110.46,8,22,4,2,1,0,0,1
28,2,156.25,4,11,4,3,1,1,0,1
56,1,207.9,8,6,4,1,1,0,5,1
69,0,79.05,3,16,4,4,1,0,0,0
23,2,100.1,9,11,4,0,2,0,0,1
38,2,196.46,5,27,4,2,2,0,6,1
175,0,126.9,9,11,4,0,1,0,0,0
68,0,86.4,11,25,4,2,0,0,0,1
1,1,65.0,8,2,2,1,0,0,0,1
26,1,96.9,11,13,4,2,2,0,3,0
22,0,168.3,7,1,4,2,1,0,3,0
90,0,88.74,12,26,4,4,1,3,0,0
115,0,64.75,2,27,3,6,2,0,0,0
116,0,76.0,2,28,3,2,2,0,0,1
22,1,165.0,5,21,4,1,0,0,3,1
190,1,81.9,11,14,4,2,1,0,0,1
8,0,62.57,11,21,3,5,2,0,3,1
42,1,126.0,10,10,4,0,1,0,0,0
73,2,85.0,4,16,4,2,2,3,0,1
35,1,113.4,6,21,4,2,0,0,0,1
20,0,88.4,12,22,4,3,1,0,0,1
190,0,89.25,8,19,4,5,2,3,0,0
217,2,119.85,9,12,4,3,1,0,0,0
58,1,152.7,9,28,4,3,0,0,3,1
68,1,65.0,12,2,2,1,0,0,0,1
155,1,135.01,8,1,4,9,3,0,0,0
152,0,98.87,8,23,4,5,2,0,0,0
165,2,80.1,11,5,4,1,1,3,0,1
77,0,68.85,3,16,4,4,1,3,0,1
45,0,143.65,3,28,4,3,1,0,3,0
10,0,166.0,7,23,4,1,0,0,3,1
66,3,93.6,11,3,4,3,0,0,0,1
18,2,167.74,4,20,4,3,0,0,5,1
302,1,65.6,8,2,4,8,2,0,1,1
0,0,72.0,8,17,2,1,1,0,0,1
6,2,121.75,10,31,4,3,1,0,0,1
4,0,40.0,9,15,2,2,0,0,0,1
5,1,0.0,12,5,1,0,1,0,0,1
29,2,149.1,10,31,4,3,1,1,0,1
15,1,142.64,11,8,4,1,0,0,0,1
114,0,89.25,7,13,4,4,0,3,0,1
43,0,58.4,10,2,3,3,2,0,0,1
13,0,75.0,7,26,2,1,0,0,0,1
208,2,90.95,8,29,3,2,1,0,3,1
137,0,80.75,6,10,3,2,1,0,1,1
108,1,76.5,8,24,4,2,1,0,0,1
89,0,80.75,10,8,3,2,2,0,0,0
24,2,146.0,6,9,4,2,0,0,3,1
47,1,72.76,9,22,4,1,0,0,0,1
66,1,80.3,3,3,4,3,0,0,0,1
15,1,236.14,9,18,4,10,4,0,5,0
59,0,104.65,3,25,4,2,2,0,4,1
55,2,90.0,7,7,4,4,0,0,0,0
14,1,111.33,9,7,4,2,1,0,0,1
40,0,76.92,6,21,4,1,0,0,0,0
5,2,162.0,8,16,4,3,2,0,5,1
4,2,79.0,8,27,4,2,0,0,0,1
1,0,126.0,10,1,4,1,0,0,0,1
156,1,94.5,8,23,4,2,0,3,0,1
219,1,106.25,12,22,4,3,2,1,0,1
2,1,97.0,6,23,4,1,0,3,0,1
85,0,125.0,9,30,3,3,0,1,0,1
2,0,110.0,5,19,0,2,0,0,3,0
29,0,84.55,3,12,4,1,1,3,0,0
3,1,145.0,9,21,4,3,1,0,0,1
178,0,103.69,8,31,4,2,0,0,1,0
209,0,133.2,8,19,4,2,0,0,0,0
61,1,120.7,11,21,4,3,1,1,0,1
7,1,70.0,10,17,4,1,1,3,0,1
43,3,96.3,10,29,4,3,0,0,0,1
195,0,72.25,8,8,3,5,2,0,0,1
19,0,158.2,4,9,4,3,2,0,3,0
4,0,99.33,8,18,4,10,2,0,0,0
51,0,75.0,11,16,3,4,0,0,0,1
96,0,94.5,7,11,4,1,2,1,0,0
1,0,85.0,5,12,3,1,0,3,0,1
192,0,89.25,8,24,4,4,0,3,0,0
112,1,111.78,5,4,4,4,0,0,0,1
116,2,125.1,9,25,4,3,2,3,0,1
69,2,135.15,5,9,4,4,1,0,0,1
0,0,79.0,2,12,4,2,0,3,0,1
58,2,90.68,10,31,4,3,1,3,0,1
