,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
7725,INN07726,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,2018,9,16,Offline,0,0,0,91.0,0,Not_Canceled
23063,INN23064,2,0,2,3,Meal Plan 1,0,Room_Type 1,131,2018,6,17,Online,0,0,0,105.74,1,Not_Canceled
34762,INN34763,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68.0,0,Not_Canceled
31274,INN31275,3,0,2,1,Meal Plan 1,0,Room_Type 4,216,2018,8,27,Online,0,0,0,128.7,2,Canceled
11826,INN11827,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,8,13,Online,0,0,0,151.0,1,Canceled
20057,INN20058,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Canceled
2753,INN02754,2,0,1,4,Meal Plan 1,1,Room_Type 1,40,2017,9,30,Online,0,0,0,75.53,1,Not_Canceled
27203,INN27204,2,1,1,4,Meal Plan 1,0,Room_Type 4,23,2018,4,18,Online,0,0,0,110.84,2,Not_Canceled
4007,INN04008,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,30,Online,0,0,0,55.24,0,Not_Canceled
27432,INN27433,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Canceled
13060,INN13061,2,0,1,4,Meal Plan 1,0,Room_Type 1,2,2017,8,19,Online,0,0,0,102.8,1,Not_Canceled
20095,INN20096,1,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,80.0,0,Not_Canceled
32828,INN32829,2,0,2,1,Meal Plan 1,0,Room_Type 2,1,2018,1,23,Online,0,0,0,78.52,0,Not_Canceled
9011,INN09012,2,0,2,2,Not Selected,0,Room_Type 1,12,2018,11,18,Online,0,0,0,87.63,1,Not_Canceled
13336,INN13337,2,1,1,1,Meal Plan 1,0,Room_Type 2,180,2018,7,23,Online,0,0,0,112.5,0,Canceled
2388,INN02389,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled
1334,INN01335,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,8,31,Online,0,0,0,124.0,1,Not_Canceled
28541,INN28542,2,0,2,2,Meal Plan 1,1,Room_Type 1,156,2018,8,7,Offline,0,0,0,81.25,0,Not_Canceled
8401,INN08402,2,1,0,1,Meal Plan 2,0,Room_Type 1,37,2018,8,17,Online,0,0,0,164.25,0,Canceled
27829,INN27830,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,12,Corporate,0,0,0,129.0,0,Not_Canceled
34719,INN34720,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
11616,INN11617,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
19474,INN19475,2,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,90.0,0,Not_Canceled
34956,INN34957,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,8,20,Online,0,0,0,121.6,0,Canceled
16889,INN16890,2,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,1,10,Online,0,0,0,71.6,1,Not_Canceled
6176,INN06177,2,0,1,5,Meal Plan 1,1,Room_Type 1,103,2018,7,12,Online,0,0,0,114.3,1,Not_Canceled
12710,INN12711,1,0,0,2,Meal Plan 1,0,Room_Type 1,167,2018,10,5,Offline,0,0,0,78.2,0,Canceled
1348,INN01349,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115.0,0,Canceled
598,INN00599,2,0,3,7,Meal Plan 1,0,Room_Type 1,74,2017,7,27,Online,0,0,0,55.9,0,Not_Canceled
20209,INN20210,2,0,0,3,Meal Plan 1,0,Room_Type 4,4,2018,3,24,Online,0,0,0,162.67,1,Not_Canceled
134,INN00135,1,0,0,4,Not Selected,0,Room_Type 1,80,2018,3,29,Online,0,0,0,72.25,0,Not_Canceled
23739,INN23740,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2018,12,15,Offline,0,0,0,75.0,0,Not_Canceled
10644,INN10645,2,1,0,5,Meal Plan 2,0,Room_Type 1,181,2018,8,23,Online,0,0,0,162.15,2,Canceled
3904,INN03905,2,0,2,0,Meal Plan 1,0,Room_Type 1,167,2018,7,3,Online,0,0,0,77.03,0,Canceled
17338,INN17339,2,0,2,2,Meal Plan 1,0,Room_Type 6,7,2018,9,11,Online,0,0,0,144.14,1,Canceled
10187,INN10188,2,1,0,1,Meal Plan 1,1,Room_Type 4,0,2018,6,8,Online,0,0,0,148.0,2,Not_Canceled
24250,INN24251,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled
471,INN00472,2,0,0,4,Meal Plan 1,0,Room_Type 1,60,2017,12,9,Online,0,0,0,96.3,1,Not_Canceled
27729,INN27730,3,0,1,2,Meal Plan 1,0,Room_Type 4,40,2018,4,1,Online,0,0,0,150.3,0,Canceled
28429,INN28430,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,22,Online,0,0,0,147.0,2,Not_Canceled
21251,INN21252,3,0,2,5,Meal Plan 1,0,Room_Type 4,206,2018,6,9,Online,0,0,0,127.47,1,Canceled
10464,INN10465,2,0,1,2,Not Selected,0,Room_Type 1,42,2018,3,25,Offline,0,0,0,62.8,0,Not_Canceled
26060,INN26061,2,0,2,4,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,0,0,0,107.0,0,Not_Canceled
23906,INN23907,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
14672,INN14673,2,0,1,1,Meal Plan 1,0,Room_Type 1,64,2018,8,6,Online,0,0,0,154.1,1,Not_Canceled
4063,INN04064,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,112.0,1,Canceled
31228,INN31229,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,9,1,Online,0,0,0,119.0,0,Not_Canceled
32059,INN32060,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2017,12,29,Online,0,0,0,107.0,1,Not_Canceled
22412,INN22413,2,0,4,10,Meal Plan 1,0,Room_Type 1,15,2018,11,25,Online,0,0,0,65.6,1,Canceled
6208,INN06209,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Online,0,0,0,75.0,0,Canceled
32186,INN32187,2,0,2,3,Meal Plan 1,0,Room_Type 4,81,2018,10,8,Online,0,0,0,132.3,0,Canceled
18896,INN18897,2,1,1,1,Meal Plan 1,0,Room_Type 4,8,2018,9,12,Online,0,0,0,187.55,1,Not_Canceled
31142,INN31143,1,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,11,16,Offline,0,0,0,75.0,0,Not_Canceled
13758,INN13759,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,7,9,Online,0,0,0,107.55,0,Canceled
23028,INN23029,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105.0,0,Canceled
25548,INN25549,1,0,0,3,Meal Plan 1,0,Room_Type 1,174,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
20793,INN20794,2,0,1,2,Not Selected,0,Room_Type 1,11,2018,9,5,Online,0,0,0,119.0,0,Canceled
15138,INN15139,2,0,0,2,Meal Plan 1,0,Room_Type 4,43,2018,10,12,Online,0,0,0,139.5,2,Not_Canceled
21329,INN21330,2,0,1,4,Meal Plan 1,0,Room_Type 1,65,2017,12,30,Online,0,0,0,96.2,1,Not_Canceled
28632,INN28633,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,4,1,Corporate,1,0,1,84.0,1,Not_Canceled
8035,INN08036,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,1,22,Offline,0,0,0,60.0,0,Not_Canceled
25991,INN25992,2,1,2,2,Meal Plan 1,0,Room_Type 2,186,2018,8,26,Online,0,0,0,83.83,0,Canceled
30312,INN30313,2,0,0,2,Not Selected,0,Room_Type 1,23,2018,10,20,Online,0,0,0,119.0,1,Canceled
19353,INN19354,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0,Not_Canceled
16342,INN16343,2,0,1,0,Meal Plan 1,0,Room_Type 5,0,2018,3,21,Corporate,1,0,1,135.0,0,Not_Canceled
26944,INN26945,2,0,1,2,Not Selected,0,Room_Type 1,18,2018,2,12,Online,0,0,0,79.0,0,Canceled
23933,INN23934,2,0,1,1,Not Selected,0,Room_Type 1,36,2018,5,21,Online,0,0,0,116.1,1,Not_Canceled
25110,INN25111,2,1,1,0,Meal Plan 1,0,Room_Type 1,86,2018,7,17,Online,0,0,0,114.3,1,Not_Canceled
27585,INN27586,2,0,2,2,Meal Plan 1,0,Room_Type 2,159,2018,10,30,Online,0,0,0,83.5,2,Canceled
11564,INN11565,2,1,1,0,Meal Plan 1,0,Room_Type 1,8,2018,8,8,Online,0,0,0,171.0,1,Not_Canceled
9583,INN09584,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,9,Corporate,0,0,0,40.0,1,Not_Canceled
13397,INN13398,2,0,1,4,Meal Plan 1,0,Room_Type 1,72,2017,7,8,Online,0,0,0,76.5,0,Not_Canceled
11740,INN11741,2,0,0,2,Meal Plan 1,0,Room_Type 1,117,2018,7,19,Online,0,0,0,105.3,2,Not_Canceled
12871,INN12872,2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,6,26,Online,0,0,0,102.3,1,Not_Canceled
10840,INN10841,3,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,3,4,Online,0,0,0,137.0,2,Not_Canceled
17802,INN17803,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,1,28,Online,0,0,0,87.3,0,Canceled
1913,INN01914,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
8507,INN08508,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,10,21,Offline,0,0,0,80.75,2,Not_Canceled
15954,INN15955,2,0,2,3,Not Selected,0,Room_Type 1,127,2018,4,16,Online,0,0,0,55.9,1,Not_Canceled
19746,INN19747,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,1,9,Offline,0,0,0,70.0,0,Not_Canceled
26701,INN26702,2,0,2,5,Meal Plan 1,0,Room_Type 4,197,2018,8,16,Offline,0,0,0,82.45,2,Not_Canceled
11401,INN11402,2,0,1,3,Meal Plan 1,0,Room_Type 1,40,2018,8,29,Online,0,0,0,111.83,0,Canceled
6201,INN06202,2,0,1,0,Meal Plan 1,0,Room_Type 1,23,2018,9,5,Online,0,0,0,93.94,0,Canceled
21236,INN21237,2,1,0,1,Meal Plan 1,0,Room_Type 1,7,2018,3,30,Online,0,0,0,119.0,0,Not_Canceled
6951,INN06952,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,4,4,Online,0,0,0,105.3,1,Not_Canceled
16883,INN16884,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
24514,INN24515,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,0,Not_Canceled
20416,INN20417,2,0,0,4,Not Selected,0,Room_Type 1,89,2018,11,16,Online,0,0,0,57.6,0,Canceled
27213,INN27214,2,0,2,4,Not Selected,0,Room_Type 1,288,2018,12,25,Online,0,0,0,66.58,0,Canceled
34250,INN34251,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled
917,INN00918,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,23,Online,0,0,0,69.84,0,Not_Canceled
2006,INN02007,3,0,2,4,Meal Plan 1,0,Room_Type 4,139,2018,8,19,Online,0,0,0,139.2,1,Not_Canceled
13898,INN13899,2,1,2,1,Meal Plan 1,0,Room_Type 1,83,2018,4,10,Online,0,0,0,96.3,2,Not_Canceled
31680,INN31681,3,0,2,2,Meal Plan 1,0,Room_Type 4,165,2018,10,28,Online,0,0,0,123.3,2,Canceled
10669,INN10670,3,0,2,0,Meal Plan 1,1,Room_Type 4,42,2018,6,26,Online,0,0,0,141.3,1,Not_Canceled
31199,INN31200,2,0,1,2,Not Selected,0,Room_Type 1,11,2018,2,12,Online,0,0,0,81.0,1,Not_Canceled
23240,INN23241,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,22,Online,0,0,0,175.0,1,Not_Canceled
16641,INN16642,1,0,5,10,Meal Plan 1,0,Room_Type 1,14,2018,1,18,Online,0,0,0,75.47,0,Not_Canceled
24920,INN24921,2,0,0,4,Meal Plan 1,0,Room_Type 1,134,2018,7,26,Offline,0,0,0,72.25,0,Not_Canceled
1883,INN01884,2,0,0,1,Meal Plan 2,0,Room_Type 2,110,2017,7,23,Offline,0,0,0,98.2,1,Not_Canceled
1503,INN01504,2,0,1,1,Not Selected,0,Room_Type 1,52,2018,4,18,Online,0,0,0,85.5,0,Not_Canceled
35248,INN35249,2,0,2,0,Not Selected,0,Room_Type 1,47,2018,10,2,Online,0,0,0,83.16,2,Not_Canceled
13079,INN13080,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2018,7,11,Online,0,0,0,154.0,1,Not_Canceled
7991,INN07992,2,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,109.0,0,Not_Canceled
27423,INN27424,2,2,0,1,Meal Plan 1,0,Room_Type 7,39,2018,8,13,Online,0,0,0,223.76,1,Not_Canceled
4692,INN04693,2,0,0,4,Meal Plan 1,0,Room_Type 4,47,2018,9,7,Online,0,0,0,139.95,0,Not_Canceled
8631,INN08632,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,9,17,Online,0,0,0,200.0,1,Canceled
8834,INN08835,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
6828,INN06829,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
17132,INN17133,2,0,1,4,Meal Plan 2,0,Room_Type 4,126,2018,7,13,Online,0,0,0,144.5,2,Not_Canceled
22250,INN22251,2,0,2,0,Meal Plan 1,1,Room_Type 1,188,2017,9,6,Online,0,0,0,102.5,1,Canceled
7223,INN07224,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
3844,INN03845,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,10,14,Corporate,0,0,0,95.0,0,Not_Canceled
10425,INN10426,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,2018,9,11,Online,0,0,0,110.0,2,Not_Canceled
4906,INN04907,2,0,0,1,Not Selected,0,Room_Type 1,63,2018,7,23,Online,0,0,0,94.5,2,Not_Canceled
19290,INN19291,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
3259,INN03260,1,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,105.0,0,Canceled
20337,INN20338,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70.0,1,Not_Canceled
1310,INN01311,2,0,0,3,Not Selected,0,Room_Type 1,58,2018,5,17,Online,0,0,0,116.1,0,Canceled
28220,INN28221,2,1,0,1,Meal Plan 1,0,Room_Type 1,44,2017,10,31,Online,0,0,0,96.3,3,Not_Canceled
262,INN00263,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2017,9,14,Online,0,0,0,78.54,1,Not_Canceled
15245,INN15246,2,0,1,1,Meal Plan 1,0,Room_Type 1,105,2018,6,27,Online,0,0,0,105.3,0,Canceled
30687,INN30688,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
21223,INN21224,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled
34261,INN34262,2,0,0,1,Not Selected,0,Room_Type 1,27,2018,7,8,Online,0,0,0,139.0,0,Canceled
10382,INN10383,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108.42,1,Not_Canceled
15219,INN15220,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108.0,0,Canceled
28132,INN28133,2,0,1,5,Meal Plan 1,0,Room_Type 4,2,2018,6,13,Offline,0,0,0,90.95,0,Not_Canceled
30522,INN30523,1,0,2,5,Meal Plan 1,0,Room_Type 1,8,2017,8,19,Online,0,0,0,80.0,2,Not_Canceled
19126,INN19127,2,0,2,1,Not Selected,0,Room_Type 1,53,2018,3,12,Online,0,0,0,67.5,1,Not_Canceled
5098,INN05099,2,0,1,3,Not Selected,0,Room_Type 1,7,2018,6,20,Offline,0,0,0,72.25,0,Not_Canceled
2202,INN02203,1,0,1,1,Meal Plan 1,0,Room_Type 1,91,2018,10,3,Online,0,0,0,113.4,2,Not_Canceled
30794,INN30795,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
4035,INN04036,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled
3873,INN03874,3,0,1,3,Meal Plan 2,0,Room_Type 4,45,2018,6,27,Online,0,0,0,157.68,2,Not_Canceled
34920,INN34921,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,10,13,Online,0,0,0,114.0,1,Not_Canceled
26058,INN26059,2,0,0,2,Meal Plan 1,0,Room_Type 1,60,2018,3,31,Online,0,0,0,90.9,1,Not_Canceled
33866,INN33867,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,Not_Canceled
18970,INN18971,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,3,20,Corporate,1,2,27,65.0,1,Not_Canceled
14778,INN14779,2,0,0,4,Meal Plan 1,0,Room_Type 1,208,2017,12,29,Online,0,0,0,75.44,0,Canceled
12778,INN12779,2,0,1,3,Not Selected,0,Room_Type 1,78,2018,5,23,Online,0,0,0,120.28,1,Not_Canceled
16867,INN16868,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled
23730,INN23731,2,0,1,0,Not Selected,0,Room_Type 1,46,2018,10,30,Online,0,0,0,99.0,0,Canceled
34124,INN34125,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
21463,INN21464,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
19805,INN19806,0,2,2,2,Meal Plan 1,0,Room_Type 2,7,2018,3,4,Online,0,0,0,85.96,1,Canceled
25759,INN25760,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,9,2,Online,0,0,0,105.0,0,Canceled
13986,INN13987,2,0,2,2,Meal Plan 1,0,Room_Type 4,179,2018,9,30,Online,0,0,0,126.9,0,Canceled
23980,INN23981,3,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,7,10,Online,0,0,0,96.9,2,Not_Canceled
14490,INN14491,2,0,2,2,Not Selected,0,Room_Type 1,68,2018,3,13,Online,0,0,0,63.75,1,Not_Canceled
32794,INN32795,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,11,2,Online,0,0,0,97.2,1,Not_Canceled
15707,INN15708,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
26161,INN26162,1,0,2,2,Meal Plan 1,0,Room_Type 4,36,2018,4,30,Online,0,0,0,140.4,0,Canceled
16831,INN16832,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,1,19,Online,0,0,0,77.5,1,Not_Canceled
19310,INN19311,2,0,0,2,Meal Plan 1,0,Room_Type 1,345,2018,12,20,Online,0,0,0,78.3,2,Canceled
5031,INN05032,3,0,0,3,Meal Plan 1,0,Room_Type 4,176,2018,8,9,Online,0,0,0,137.7,2,Canceled
24119,INN24120,2,0,0,3,Meal Plan 1,1,Room_Type 2,104,2017,8,11,Online,0,0,0,67.9,2,Not_Canceled
32678,INN32679,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled
30242,INN30243,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,7,Online,0,0,0,124.0,0,Not_Canceled
14474,INN14475,2,0,2,2,Not Selected,0,Room_Type 1,110,2018,11,12,Online,0,0,0,78.1,1,Not_Canceled
8572,INN08573,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160.0,0,Canceled
24950,INN24951,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,17,Online,1,11,16,93.0,0,Not_Canceled
869,INN00870,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0,Not_Canceled
1207,INN01208,2,0,0,2,Meal Plan 1,1,Room_Type 4,42,2018,9,27,Online,0,0,0,158.4,1,Not_Canceled
5613,INN05614,2,0,0,1,Not Selected,0,Room_Type 1,65,2018,10,28,Online,0,0,0,80.1,2,Not_Canceled
13861,INN13862,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,11,16,Offline,0,0,0,75.0,0,Not_Canceled
35874,INN35875,1,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,4,10,Online,0,0,0,125.0,0,Not_Canceled
20468,INN20469,3,0,0,2,Meal Plan 1,0,Room_Type 4,185,2018,10,20,Online,0,0,0,128.7,2,Canceled
25100,INN25101,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
1947,INN01948,2,0,1,3,Meal Plan 1,0,Room_Type 4,35,2017,11,2,Offline,0,0,0,60.0,0,Not_Canceled
33783,INN33784,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,11,19,Online,0,0,0,97.75,0,Canceled
35159,INN35160,2,0,0,4,Meal Plan 1,0,Room_Type 1,116,2017,12,29,Online,0,0,0,85.5,1,Not_Canceled
23248,INN23249,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Not_Canceled
10099,INN10100,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117.28,0,Not_Canceled
34125,INN34126,1,0,1,3,Meal Plan 1,0,Room_Type 4,4,2018,5,30,Online,0,0,0,124.1,1,Not_Canceled
13500,INN13501,2,0,0,3,Not Selected,0,Room_Type 1,30,2018,2,25,Online,0,0,0,69.9,0,Canceled
20828,INN20829,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,9,23,Online,0,0,0,159.0,1,Canceled
5725,INN05726,3,0,0,1,Not Selected,0,Room_Type 4,0,2018,5,20,Online,0,0,0,142.2,0,Not_Canceled
27286,INN27287,1,0,1,3,Meal Plan 1,0,Room_Type 4,96,2018,3,24,Online,0,0,0,99.45,0,Not_Canceled
22086,INN22087,2,0,2,3,Meal Plan 1,0,Room_Type 2,3,2017,11,8,Online,0,0,0,87.7,0,Not_Canceled
14567,INN14568,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,2018,12,1,Online,0,0,0,73.95,0,Canceled
32325,INN32326,2,0,2,1,Meal Plan 1,0,Room_Type 1,88,2018,4,2,Online,0,0,0,87.3,0,Canceled
31253,INN31254,2,0,0,1,Not Selected,0,Room_Type 1,82,2018,6,23,Online,0,0,0,85.5,0,Canceled
2610,INN02611,1,0,0,4,Meal Plan 1,0,Room_Type 1,195,2018,10,18,Online,0,0,0,90.9,2,Canceled
5916,INN05917,2,0,0,2,Not Selected,0,Room_Type 1,134,2018,8,10,Online,0,0,0,103.5,0,Canceled
25335,INN25336,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,85.67,0,Not_Canceled
3992,INN03993,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2017,11,11,Online,0,0,0,101.0,2,Not_Canceled
14493,INN14494,2,0,0,4,Meal Plan 1,0,Room_Type 4,66,2018,4,19,Online,0,0,0,112.2,0,Not_Canceled
2463,INN02464,2,0,1,0,Meal Plan 1,0,Room_Type 5,83,2018,9,4,Offline,0,0,0,101.15,1,Not_Canceled
25710,INN25711,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,Canceled
2942,INN02943,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,12,15,Corporate,0,0,0,65.0,0,Not_Canceled
2710,INN02711,2,0,6,13,Not Selected,0,Room_Type 1,64,2018,3,10,Online,0,0,0,70.46,0,Canceled
2159,INN02160,2,1,1,3,Meal Plan 1,0,Room_Type 1,235,2018,10,27,Online,0,0,0,106.25,0,Canceled
34193,INN34194,2,0,1,4,Meal Plan 1,0,Room_Type 1,34,2018,10,26,Offline,0,0,0,85.0,0,Not_Canceled
23253,INN23254,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,24,Offline,0,0,0,95.0,0,Not_Canceled
21406,INN21407,1,0,2,0,Not Selected,0,Room_Type 1,4,2018,9,25,Online,0,0,0,118.58,1,Not_Canceled
25742,INN25743,2,0,0,1,Meal Plan 1,0,Room_Type 1,48,2018,3,5,Online,0,0,0,80.3,1,Not_Canceled
12764,INN12765,2,0,0,5,Meal Plan 2,0,Room_Type 1,26,2018,3,1,Online,0,0,0,90.44,0,Not_Canceled
9871,INN09872,2,0,1,2,Meal Plan 1,0,Room_Type 2,11,2017,12,25,Online,0,0,0,80.41,0,Not_Canceled
9022,INN09023,2,0,1,3,Meal Plan 1,0,Room_Type 1,78,2018,3,24,Online,0,0,0,70.03,1,Not_Canceled
32132,INN32133,2,0,2,1,Meal Plan 1,0,Room_Type 1,143,2018,7,2,Offline,0,0,0,112.0,1,Not_Canceled
7164,INN07165,2,0,0,2,Not Selected,0,Room_Type 1,56,2018,12,16,Online,0,0,0,79.2,1,Not_Canceled
16621,INN16622,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,6,23,Online,0,0,0,91.0,1,Not_Canceled
8098,INN08099,2,0,1,2,Meal Plan 1,0,Room_Type 1,209,2018,4,25,Online,0,0,0,81.77,1,Not_Canceled
31518,INN31519,2,0,1,3,Meal Plan 1,0,Room_Type 1,133,2017,12,28,Online,0,0,0,72.25,1,Canceled
20281,INN20282,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75.0,0,Not_Canceled
27515,INN27516,2,0,2,3,Meal Plan 1,0,Room_Type 1,207,2018,8,5,Online,0,0,0,90.95,0,Canceled
18773,INN18774,2,0,1,3,Meal Plan 1,0,Room_Type 1,166,2018,10,6,Online,0,0,0,118.8,2,Canceled
12243,INN12244,2,2,2,1,Meal Plan 1,0,Room_Type 6,104,2018,10,29,Online,0,0,0,159.9,0,Canceled
22876,INN22877,2,0,0,4,Meal Plan 1,0,Room_Type 1,47,2018,5,11,Online,0,0,0,92.28,1,Not_Canceled
